index,Summary,word,POS,freq,forms,important,ranking
515,club|n,club,n,979,"club, clubs",extremely useful,515
517,smell|v,smell,v,978,"smell, smells, smelling, smelled, smelt",extremely useful,517
516,amaze|v,amaze,v,978,"amaze, amazes, amazing, amazed",extremely useful,516
518,gift|n,gift,n,974,"gift, gifts",extremely useful,518
519,serious|j,serious,j,974,serious,extremely useful,519
520,plan|v,plan,v,970,"plan, plans, planning, planned",extremely useful,520
521,street|n,street,n,970,"street, streets",extremely useful,521
522,team|n,team,n,969,"team, teams",extremely useful,522
523,order|v,order,v,966,"order, orders, ordering, ordered",extremely useful,523
524,cry|v,cry,v,964,"cry, cries, crying, cried",extremely useful,524
525,zero|m,zero,m,960,zero,extremely useful,525
526,drop|v,drop,v,959,"drop, drops, dropping, dropped",extremely useful,526
527,act|v,act,v,958,"act, acts, acting, acted",extremely useful,527
528,alone|j,alone,j,957,alone,extremely useful,528
529,seat|n,seat,n,951,"seat, seats",extremely useful,529
530,eh|u,eh,u,949,eh,extremely useful,530
531,between|fw,between,fw,947,between,extremely useful,531
532,eight|m,eight,m,947,eight,extremely useful,532
533,twenty|m,twenty,m,942,twenty,extremely useful,533
534,foot|n,foot,n,939,"foot, feet",extremely useful,534
535,seven|m,seven,m,939,seven,extremely useful,535
536,finish|v,finish,v,937,"finish, finishes, finishing, finished",extremely useful,536
537,gentleman|n,gentleman,n,936,"gentleman, gentlemen",extremely useful,537
538,hand|v,hand,v,935,"hand, hands, handing, handed",extremely useful,538
539,point|v,point,v,934,"point, points, pointing, pointed",extremely useful,539
540,blow|v,blow,v,933,"blow, blows, blowing, blew, blown",extremely useful,540
541,small|j,small,j,928,"small, smaller, smallest",extremely useful,541
542,trouble|n,trouble,n,928,"trouble, troubles",extremely useful,542
543,sweetie|n,sweetie,n,922,"sweetie, sweeties",extremely useful,543
544,sing|v,sing,v,917,"sing, sings, singing, sang, sung",extremely useful,544
545,pass|v,pass,v,915,"pass, passes, passing, passed",extremely useful,545
546,beat|v,beat,v,914,"beat, beats, beating, beaten",extremely useful,546
547,piece|n,piece,n,913,"piece, pieces",extremely useful,547
548,shoe|n,shoe,n,913,"shoe, shoes",extremely useful,548
549,welcome|j,welcome,j,911,welcome,extremely useful,549
550,god|n,god,n,908,"god, gods",extremely useful,550
551,white|j,white,j,901,"white, whiter, whitest",extremely useful,551
552,kick|v,kick,v,900,"kick, kicks, kicking, kicked",extremely useful,552
553,bag|n,bag,n,899,"bag, bags",extremely useful,553
554,fire|n,fire,n,895,"fire, fires",extremely useful,554
556,excite|v,excite,v,892,"excite, excites, exciting, excited",extremely useful,556
555,early|j,early,j,892,"early, earlier, earliest",extremely useful,555
557,wonderful|j,wonderful,j,890,wonderful,extremely useful,557
558,seriously|r,seriously,r,885,seriously,extremely useful,558
559,country|n,country,n,883,"country, countries",extremely useful,559
560,mouth|n,mouth,n,883,"mouth, mouths",extremely useful,560
561,question|v,question,v,883,"question, questions, questioning, questioned",extremely useful,561
562,dear|j,dear,j,879,"dear, dearer, dearest",extremely useful,562
563,quite|r,quite,r,879,quite,extremely useful,563
564,smart|j,smart,j,876,"smart, smarter, smartest",extremely useful,564
565,husband|n,husband,n,875,"husband, husbands",extremely useful,565
566,shh|u,shh,u,874,"shh, sh, shhh",extremely useful,566
567,invite|v,invite,v,873,"invite, invites, inviting, invited",extremely useful,567
568,rest|n,rest,n,871,"rest, rests",extremely useful,568
569,yours|fw,yours,fw,871,yours,extremely useful,569
570,behind|fw,behind,fw,866,behind,extremely useful,570
571,key|n,key,n,865,"key, keys",extremely useful,571
572,end|n,end,n,864,"end, ends",extremely useful,572
573,dress|v,dress,v,860,"dress, dresses, dressing, dressed",extremely useful,573
574,red|j,red,j,859,"red, redder, reddest",extremely useful,574
575,laugh|v,laugh,v,858,"laugh, laughs, laughing, laughed",extremely useful,575
576,help|n,help,n,854,help,extremely useful,576
577,agree|v,agree,v,853,"agree, agrees, agreeing, agreed",extremely useful,577
578,machine|n,machine,n,853,"machine, machines",extremely useful,578
579,yep|r,yep,r,850,yep,extremely useful,579
580,return|v,return,v,847,"return, returns, returning, returned",extremely useful,580
581,space|n,space,n,844,"space, spaces",extremely useful,581
582,mad|j,mad,j,841,"mad, madder, maddest",extremely useful,582
583,truth|n,truth,n,837,"truth, truths",extremely useful,583
584,ice|n,ice,n,834,"ice, ices",extremely useful,584
585,follow|v,follow,v,833,"follow, follows, following, followed",extremely useful,585
586,outside|fw,outside,fw,828,outside,extremely useful,586
587,idiot|n,idiot,n,827,"idiot, idiots",extremely useful,587
588,rule|n,rule,n,826,"rule, rules",extremely useful,588
589,absolutely|r,absolutely,r,825,absolutely,extremely useful,589
590,next|r,next,r,824,next,extremely useful,590
591,against|fw,against,fw,821,against,extremely useful,591
592,American|K,American,K,821,"American, Americans",extremely useful,592
593,need|n,need,n,820,"need, needs",extremely useful,593
594,scare|v,scare,v,819,"scare, scares, scaring, scared",extremely useful,594
595,notice|v,notice,v,812,"notice, notices, noticing, noticed",extremely useful,595
596,chicken|n,chicken,n,811,"chicken, chickens",extremely useful,596
597,ride|v,ride,v,811,"ride, rides, riding, rode, ridden",extremely useful,597
598,music|n,music,n,809,music,extremely useful,598
599,join|v,join,v,808,"join, joins, joining, joined",extremely useful,599
600,next|fw,next,fw,808,next,extremely useful,600
601,good-bye|u,good-bye,u,806,"good-bye, goodbye",extremely useful,601
602,ruin|v,ruin,v,806,"ruin, ruins, ruining, ruined",extremely useful,602
603,war|n,war,n,801,"war, wars",extremely useful,603
604,screw|v,screw,v,800,"screw, screws, screwing, screwed",extremely useful,604
605,light|n,light,n,797,"light, lights",extremely useful,605
606,along|fw,along,fw,790,along,extremely useful,606
607,poor|j,poor,j,790,"poor, poorer, poorest",extremely useful,607
608,sense|n,sense,n,789,"sense, senses",extremely useful,608
609,able|j,able,j,788,"able, abler, ablest",extremely useful,609
610,matter|n,matter,n,783,"matter, matters",extremely useful,610
611,secret|n,secret,n,783,"secret, secrets",extremely useful,611
612,fly|v,fly,v,780,"fly, flies, flying, flew, flown",extremely useful,612
613,top|n,top,n,780,"top, tops",extremely useful,613
614,sure|r,sure,r,779,sure,extremely useful,614
615,fair|j,fair,j,777,"fair, fairer, fairest",extremely useful,615
616,relax|v,relax,v,776,"relax, relaxes, relaxing, relaxed",extremely useful,616
617,boyfriend|n,boyfriend,n,774,"boyfriend, boyfriends",extremely useful,617
618,plan|n,plan,n,773,"plan, plans",extremely useful,618
619,mistake|n,mistake,n,771,"mistake, mistakes",extremely useful,619
620,luck|n,luck,n,769,luck,extremely useful,620
621,group|n,group,n,766,"group, groups",extremely useful,621
622,daughter|n,daughter,n,759,"daughter, daughterly, daughters",extremely useful,622
623,college|n,college,n,757,"college, colleges",extremely useful,623
624,president|n,president,n,757,"president, presidents",extremely useful,624
626,sign|v,sign,v,754,"sign, signs, signing, signed",extremely useful,626
625,far|r,far,r,754,"far, farther, further, farthest, furthest",extremely useful,625
627,close|v,close,v,753,"close, closes, closing, closed",extremely useful,627
628,message|n,message,n,748,"message, messages",extremely useful,628
629,freak|v,freak,v,747,"freak, freaks, freaking, freaked",extremely useful,629
630,fault|n,fault,n,745,"fault, faulted, faulting, faultless, faultlessly, faultlessness, faults",extremely useful,630
631,quick|j,quick,j,744,"quick, quicker, quickest",extremely useful,631
632,till|fw,till,fw,742,till,extremely useful,632
633,except|fw,except,fw,738,except,extremely useful,633
634,single|j,single,j,734,single,extremely useful,634
635,shirt|n,shirt,n,733,"shirt, shirts",extremely useful,635
636,choice|n,choice,n,732,"choice, choices",extremely useful,636
638,power|n,power,n,730,"power, powers",extremely useful,638
637,attention|n,attention,n,730,attention,extremely useful,637
639,quit|v,quit,v,729,"quit, quits, quitting, quitted",extremely useful,639
641,trust|v,trust,v,727,"trust, trusts, trusting, trusted",extremely useful,641
640,answer|n,answer,n,727,"answer, answers",extremely useful,640
642,fifty|m,fifty,m,725,"fifty, fifties",extremely useful,642
643,leg|n,leg,n,725,"leg, legs",extremely useful,643
644,wake|v,wake,v,723,"wake, wakes, waking, waked, woke, woken",extremely useful,644
645,human|j,human,j,717,human,extremely useful,645
646,star|n,star,n,715,"star, stars",extremely useful,646
647,student|n,student,n,713,"student, students",extremely useful,647
648,air|n,air,n,703,"air, airs",extremely useful,648
649,chair|n,chair,n,700,"chair, chairs",extremely useful,649
650,gun|n,gun,n,699,"gun, guns",extremely useful,650
651,begin|v,begin,v,692,"begin, begins, beginning, began, begun",extremely useful,651
652,death|n,death,n,692,"death, deaths",extremely useful,652
653,tree|n,tree,n,692,"tree, trees",extremely useful,653
654,boss|n,boss,n,689,"boss, bosses",extremely useful,654
655,while|n,while,n,688,"while, whiles",extremely useful,655
656,present|n,present,n,687,"present, presents",extremely useful,656
657,instead|r,instead,r,686,instead,extremely useful,657
658,lucky|j,lucky,j,682,"lucky, luckier, luckiest",extremely useful,658
659,safe|j,safe,j,681,"safe, safer, safest",extremely useful,659
660,cold|j,cold,j,678,"cold, colder, coldest",extremely useful,660
661,ahh|u,ahh,u,677,ahh,extremely useful,661
662,explain|v,explain,v,676,"explain, explains, explaining, explained",extremely useful,662
663,video|n,video,n,676,"video, videos",extremely useful,663
664,brain|n,brain,n,675,"brain, brains",extremely useful,664
665,completely|r,completely,r,673,completely,extremely useful,665
666,voice|n,voice,n,673,"voice, voices",extremely useful,666
668,drink|n,drink,n,672,"drink, drinks",extremely useful,668
667,cake|n,cake,n,672,"cake, cakes",extremely useful,667
669,trip|n,trip,n,671,"trip, trips",extremely useful,669
670,monkey|n,monkey,n,670,"monkey, monkeys",extremely useful,670
671,hundred|m,hundred,m,669,"hundred, hundreds",extremely useful,671
672,fix|v,fix,v,668,"fix, fixes, fixing, fixed",extremely useful,672
673,entire|j,entire,j,667,entire,extremely useful,673
674,expect|v,expect,v,667,"expect, expected, expecting, expects",extremely useful,674
675,million|m,million,m,667,"million, millions",extremely useful,675
677,forever|r,forever,r,666,forever,extremely useful,677
676,allow|v,allow,v,666,"allow, allows, allowing, allowed",extremely useful,676
678,ugh|u,ugh,u,664,ugh,extremely useful,678
679,hide|v,hide,v,662,"hide, hides, hiding, hid, hidden",extremely useful,679
680,huge|j,huge,j,662,"huge, huger, hugest",extremely useful,680
681,interesting|j,interesting,j,662,interesting,extremely useful,681
682,fight|n,fight,n,661,"fight, fights",extremely useful,682
683,roll|v,roll,v,661,"roll, rolls, rolling, rolled",extremely useful,683
684,clothes|n,clothes,n,658,clothes,extremely useful,684
687,teacher|n,teacher,n,657,"teacher, teachers",extremely useful,687
686,grab|v,grab,v,657,"grab, grabs, grabbing, grabbed",extremely useful,686
685,fast|r,fast,r,657,"fast, faster, fastest",extremely useful,685
688,crap|n,crap,n,656,"crap, craps",extremely useful,688
689,animal|n,animal,n,655,"animal, animals",extremely useful,689
690,burn|v,burn,v,654,"burn, burns, burning, burned, burnt",extremely useful,690
691,tough|j,tough,j,654,"tough, tougher, toughest",extremely useful,691
692,restaurant|n,restaurant,n,652,"restaurant, restaurants",extremely useful,692
693,sort|n,sort,n,652,"sort, sorts",extremely useful,693
694,tooth|n,tooth,n,651,"tooth, teeth",extremely useful,694
696,proud|j,proud,j,649,"proud, prouder, proudest",extremely useful,696
695,marriage|n,marriage,n,649,"marriage, marriages",extremely useful,695
697,uncle|n,uncle,n,647,"uncle, uncles",extremely useful,697
698,push|v,push,v,646,"push, pushes, pushing, pushed",extremely useful,698
699,butt|n,butt,n,643,"butt, butts",extremely useful,699
700,offer|v,offer,v,643,"offer, offers, offering, offered",extremely useful,700
701,lord|n,lord,n,640,"lord, lords",extremely useful,701
702,unless|fw,unless,fw,639,unless,extremely useful,702
703,feeling|n,feeling,n,638,"feeling, feelings",extremely useful,703
704,suit|n,suit,n,636,"suit, suits",extremely useful,704
705,uh-huh|u,uh-huh,u,635,uh-huh,extremely useful,705
706,floor|n,floor,n,634,"floor, floors",extremely useful,706
707,cream|n,cream,n,629,"cream, creams",extremely useful,707
708,favorite|j,favorite,j,629,favorite,extremely useful,708
709,naked|j,naked,j,628,naked,extremely useful,709
710,list|n,list,n,627,"list, lists",extremely useful,710
711,ring|n,ring,n,625,"ring, rings",extremely useful,711
712,clean|v,clean,v,621,"clean, cleans, cleaning, cleaned",extremely useful,712
714,clear|j,clear,j,620,"clear, clearer, clearest",extremely useful,714
716,share|v,share,v,620,"share, shares, sharing, shared",extremely useful,716
715,Earth|K,Earth,K,620,"Earth, earth",extremely useful,715
713,apologize|v,apologize,v,620,"apologize, apologizing, apologizes, apologized",extremely useful,713
717,fill|v,fill,v,619,"fill, fills, filling, filled",extremely useful,717
718,cool|u,cool,u,617,cool,extremely useful,718
719,pizza|n,pizza,n,612,"pizza, pizzas",extremely useful,719
720,ridiculous|j,ridiculous,j,612,ridiculous,extremely useful,720
721,alive|j,alive,j,609,alive,extremely useful,721
722,pretend|v,pretend,v,608,"pretend, pretends, pretending, pretended",extremely useful,722
723,hospital|n,hospital,n,604,"hospital, hospitals",extremely useful,723
724,sad|j,sad,j,603,"sad, sadder, saddest",extremely useful,724
727,police|n,police,n,602,police,extremely useful,727
726,half|fw,half,fw,602,half,extremely useful,726
725,bunch|n,bunch,n,602,"bunch, bunches",extremely useful,725
728,fish|n,fish,n,600,"fish, fishes",extremely useful,728
729,window|n,window,n,599,"window, windows",extremely useful,729
730,busy|j,busy,j,597,"busy, busier, busiest",extremely useful,730
731,sign|n,sign,n,597,"sign, signs",extremely useful,731
732,call|n,call,n,595,"call, calls",extremely useful,732
733,pie|n,pie,n,594,"pie, pies",extremely useful,733
736,somewhere|r,somewhere,r,592,somewhere,extremely useful,736
734,answer|v,answer,v,592,"answer, answers, answering, answered",extremely useful,734
735,raise|v,raise,v,592,"raise, raises, raising, raised",extremely useful,735
737,sandwich|n,sandwich,n,590,"sandwich, sandwiches",extremely useful,737
738,thirty|m,thirty,m,590,"thirty, thirties",extremely useful,738
739,sale|n,sale,n,589,"sale, sales",extremely useful,739
740,choose|v,choose,v,588,"choose, chooses, choosing, chose, chosen",extremely useful,740
741,definitely|r,definitely,r,588,definitely,extremely useful,741
742,swear|v,swear,v,588,"swear, swears, swearing, swore, sworn",extremely useful,742
743,pretty|r,pretty,r,585,pretty,extremely useful,743
744,boat|n,boat,n,583,"boat, boats",extremely useful,744
745,tired|j,tired,j,582,tired,extremely useful,745
746,ho|u,ho,u,581,ho,extremely useful,746
747,upset|j,upset,j,578,upset,extremely useful,747
748,less|fw,less,fw,577,less,extremely useful,748
749,nine|m,nine,m,576,"nine, nines",extremely useful,749
750,thousand|m,thousand,m,576,"thousand, thousands",extremely useful,750
751,smoke|v,smoke,v,574,"smoke, smokes, smoking, smoked",extremely useful,751
752,embarrass|v,embarrass,v,573,"embarrass, embarrasses, embarrassing, embarrassed",extremely useful,752
754,bear|v,bear,v,572,"bear, bears, bearing, bore, borne, born",extremely useful,754
753,band|n,band,n,572,"band, bands",extremely useful,753
755,none|fw,none,fw,571,none,extremely useful,755
756,Santa|K,Santa,K,571,Santa,extremely useful,756
757,strong|j,strong,j,571,"strong, stronger, strongest",extremely useful,757
758,law|n,law,n,570,"law, laws",extremely useful,758
759,toilet|n,toilet,n,570,"toilet, toilets",extremely useful,759
760,jump|v,jump,v,569,"jump, jumps, jumping, jumped",extremely useful,760
761,count|v,count,v,567,"count, counts, counting, counted",extremely useful,761
762,egg|n,egg,n,566,"egg, eggs",extremely useful,762
763,Saturday|K,Saturday,K,565,"Saturday, Saturdays",extremely useful,763
764,blue|j,blue,j,564,"blue, bluer, bluest",extremely useful,764
765,horrible|j,horrible,j,564,horrible,extremely useful,765
766,shit|n,shit,n,564,"shit, shits",extremely useful,766
767,favor|n,favor,n,563,"favor, favors",extremely useful,767
768,handle|v,handle,v,563,"handle, handles, handling, handled",extremely useful,768
769,wall|n,wall,n,563,"wall, walls",extremely useful,769
770,art|n,art,n,562,"art, arts",extremely useful,770
771,cover|v,cover,v,562,"cover, covers, covering, covered",extremely useful,771
772,arm|n,arm,n,561,"arm, arms",extremely useful,772
774,simple|j,simple,j,560,"simple, simpler, simplest",extremely useful,774
773,perhaps|r,perhaps,r,560,perhaps,extremely useful,773
775,bus|n,bus,n,558,"bus, buses",extremely useful,775
776,appreciate|v,appreciate,v,556,"appreciate, appreciates, appreciating, appreciated",extremely useful,776
777,himself|fw,himself,fw,556,himself,extremely useful,777
778,surprise|v,surprise,v,556,"surprise, surprises, surprising, surprised",extremely useful,778
779,candy|n,candy,n,555,"candy, candies",extremely useful,779
780,finger|n,finger,n,553,"finger, fingers",extremely useful,780
781,worth|j,worth,j,551,worth,extremely useful,781
782,state|n,state,n,550,"state, states",extremely useful,782
783,possible|j,possible,j,549,possible,extremely useful,783
785,short|j,short,j,548,"short, shorter, shortest",extremely useful,785
784,rich|j,rich,j,548,"rich, richer, richest",extremely useful,784
