,word,POS,ranking,Finnish,English
2647,screwdriver,n,5039.0,meisseli,screwdriver
2648,script,n,1984.0,komentosarja,script
2649,scrotum,n,4665.0,kivespussi,scrotum
2650,sea,n,1122.0,meri,sea
2651,sea,j,4185.0,meri,sea
2652,,,,hylje,seal (animal)
2653,,,,sinetti,seal (to seal something)
2654,search,n,1780.0,haku,search
2655,search,v,2530.0,haku,search
2656,,,,tuotantokausi,season (in a series)
2657,,,,vuodenaika,"season (summer, winter..)"
2658,seat,n,529.0,istuin,seat
2659,seat,v,4403.0,istuin,seat
2660,second,m,260.0,sekundantti,second
2661,second,n,930.0,sekundantti,second
2662,secret,n,611.0,salaisuus,secret
2663,secret,j,2576.0,salaisuus,secret
2664,section,n,1943.0,lohko,section
2665,sector,n,3864.0,sektori,sector
2666,security,n,1050.0,turva,security
2667,see,v,52.0,piispanistuin,see
2668,selection,n,5041.0,valinta,selection
2669,self,n,2502.0,itse,self
2670,,,,siemenneste,semen (medical)
2671,,,,sperma,semen (spoken)
2672,semester,n,3022.0,alkupuolisko,semester
2673,seminar,n,3091.0,seminaari,seminar
2674,senator,n,2313.0,senaattori,senator
2675,sensation,n,4512.0,sensaatio,sensation
2676,sense,n,608.0,aisti,sense
2677,sense,v,2814.0,aisti,sense
2678,sentence,n,1832.0,tuomio,sentence
2679,series,n,1712.0,sarja,series
2680,servant,n,4343.0,palvelija,servant
2681,service,n,909.0,palvelu,service
2682,session,n,2656.0,sessio,session
2683,set,v,429.0,setti,set
2684,set,n,1767.0,setti,set
2685,settlement,n,4138.0,asutus,settlement
2686,,,,ompelija,seamstress
2687,sewer,n,4359.0,viemäri,sewer
2688,sex,n,272.0,seksi,sex
2689,gender,n,4216.0,sukupuoli,gender
2690,sexuality,n,4842.0,seksuaalisuus,sexuality
2691,shack,n,4404.0,hökkeli,shack
2692,shadow,n,2820.0,vari,shadow
2693,milkshake,n,4278.0,pirtelö,milkshake
2694,shame,n,1169.0,häpeä,shame
2695,shampoo,n,3434.0,shampoo,shampoo
2696,shape,n,1689.0,hahmo,shape
2697,shape,v,3093.0,hahmo,shape
2698,share,v,716.0,osuus,share
2699,share,n,3435.0,osuus,share
2700,shark,n,2090.0,haikala,shark
2701,sharp,j,2431.0,korotusmerkki,sharp
2702,shave,v,1627.0,parranajo,shave
2703,sheep,n,3094.0,lammas,sheep
2704,,,,lakana,sheet (bedsheet)
2705,,,,liuska,sheet (paper)
2706,shelf,n,3692.0,hylly,shelf
2707,shell,n,5042.0,laidoitus,shell
2708,shelter,n,2675.0,suoja,shelter
2709,shenanigan,n,4843.0,metku,shenanigan
2710,sheriff,n,3366.0,sheriffi,sheriff
2711,shift,n,3069.0,työvuoro,shift
2712,shine,v,2761.0,kiilto,shine
2713,ship,n,1247.0,laiva,ship
2714,ship,v,3583.0,laiva,ship
2715,shirt,n,635.0,paita,shirt
2716,shit,n,766.0,paska,shit
2717,shit,u,1553.0,paska,shit
2718,shit,v,3729.0,paska,shit
2719,shock,n,2974.0,shokki,shock
2720,shock,v,3044.0,shokki,shock
2721,shoe,n,548.0,kenkä,shoe
2722,shoot,v,406.0,oras,shoot
2723,shop,v,1057.0,myymälä,shop
2724,shop,n,1064.0,myymälä,shop
2725,,,,puoti,small shop
2726,,,,ostelu,some shopping
2727,shopping,n,2904.0,shoppailu,shopping
2728,shorts,n,2232.0,shortsit,shorts
2729,shotgun,n,4043.0,haulikko,shotgun
2730,shoulder,n,1768.0,olkapää,shoulder
2731,show,v,181.0,näytös,show
2732,show,n,480.0,näytös,show
2733,shower,n,883.0,suihku,shower
2734,shower,v,2762.0,suihku,shower
2735,shred,v,3730.0,riekale,shred
2736,shrimp,n,1868.0,katkarapu,shrimp
2737,shuttle,n,4513.0,sukkula,shuttle
2738,sickness,n,4188.0,sairaus,sickness
2739,side,n,409.0,ohi,side
2740,sidekick,n,4189.0,salkunkantaja,sidekick
2741,sight,n,1562.0,näkö,sight
2742,sign,v,626.0,merkki,sign
2743,sign,n,731.0,merkki,sign
2744,signal,n,2164.0,signaali,signal
2745,signature,n,2861.0,allekirjoitus,signature
2746,silence,n,3174.0,hiljaisuus,silence
2747,silence,u,3812.0,hiljaisuus,silence
2748,silk,n,4844.0,silkki,silk
2749,silver,n,2775.0,hopea,silver
2750,similar,j,3621.0,fransu,similar
2751,simulation,n,4982.0,simulaatio,simulation
2752,sin,n,2698.0,synti,sin
2753,singer,n,2694.0,laulaja,singer
2754,,,,ainoa,single (only one)
2755,,,,sinkku,single (not married)
2756,sink,v,2138.0,lavuaari,sink
2757,sink,n,3436.0,lavuaari,sink
2758,siren,n,4794.0,sireeni,siren
2759,sister,n,507.0,sisko,sister
2760,situation,n,840.0,tilanne,situation
2761,sixth,m,2905.0,seksti,sixth
2762,size,n,979.0,koko,size
2763,skeleton,n,3693.0,luuranko,skeleton
2764,sketch,n,2931.0,luonnos,sketch
2765,ski,v,2713.0,suksi,ski
2766,ski,n,2932.0,suksi,ski
2767,skill,n,1919.0,taito,skill
2768,skin,n,1160.0,skini,skin
2769,skinny,j,2843.0,laiheliini,skinny
2770,skip,v,1690.0,roskalava,skip
2771,skirt,n,3304.0,hame,skirt
2772,skull,n,2640.0,pääkallo,skull
2773,sky,n,1528.0,taivas,sky
2774,slaughter,v,4347.0,teurastus,slaughter
2775,slave,n,2275.0,orja,slave
2776,sleep,v,310.0,unihiekka,sleep
2777,sleep,n,2327.0,unihiekka,sleep
2778,sleeve,n,3535.0,hiha,sleeve
2779,slice,n,2815.0,siivu,slice
2780,slice,v,4406.0,siivu,slice
2781,slide,v,2375.0,liuku,slide
2782,slide,n,2844.0,liuku,slide
2783,slot,n,3958.0,hahlo,slot
2784,slut,n,2130.0,lutka,slut
2785,smack,v,3233.0,smakki,smack
2786,smell,v,517.0,haju,smell
2787,smell,n,2504.0,haju,smell
2788,,,,tuoksu,"smell (scent, good smell)"
2789,smile,v,1280.0,hymy,smile
2790,smile,n,1511.0,hymy,smile
2791,smiley,n,4290.0,hymiö,smiley
2792,smoke,v,751.0,savu,smoke
2793,smoke,n,1762.0,savu,smoke
2794,smoker,n,4237.0,tupakoija,smoker
2795,snack,n,1793.0,välipala,snack
2796,snake,n,1463.0,käärme,snake
2797,snap,v,2140.0,napsahdus,snap
2798,snap,u,4407.0,napsahdus,snap
2799,sneak,v,1255.0,hiippailija,sneak
2800,sneeze,v,3298.0,aivastus,sneeze
2801,snow,n,1664.0,lumi,snow
2802,soap,n,1959.0,saippua,soap
2803,soccer,n,2459.0,jalkapalloilu,soccer
2804,society,n,1344.0,yhteiskunta,society
2805,sock,n,1317.0,sukka,sock
2806,soda,n,1448.0,limsa,soda
2807,sofa,n,3332.0,sohva,sofa
2808,soldier,n,2657.0,sotilas,soldier
2809,solo,n,3145.0,soolo,solo
2810,,,,liuos,solution (liquid)
2811,solution,n,1861.0,ratkaisu,solution
2812,song,n,455.0,laulu,song
2813,soul,n,853.0,sielu,soul
2814,sound,v,271.0,ääni,sound
2815,sound,n,1388.0,ääni,sound
2816,soup,n,1046.0,keitto,soup
2817,,,,etelä,south
2818,soy,n,3368.0,soija,soy
2819,space,n,581.0,avaruus,space
2820,spaceship,n,4292.0,avaruusalus,spaceship
2821,spaghetti,n,3208.0,spagetti,spaghetti
2822,,,,paikko,spare (bowling)
2823,speaker,n,2996.0,kaiutin,speaker
2824,speech,n,1281.0,puhe,speech
2825,,,,piri,"speed (drug, slang)"
2826,speed,n,1339.0,nopeus,speed
2827,spice,n,4191.0,juustokumina,spice
2828,spider,n,2258.0,hämähäkki,spider
2829,spin,v,1803.0,pyörintä,spin
2830,spin,n,3586.0,pyörintä,spin
2831,spine,n,4348.0,ranka,spine
2832,spirit,n,956.0,henki,spirit
2833,spiritual,j,3957.0,spirituaali,spiritual
2834,spit,v,1584.0,kynnäs,spit
2835,split,v,1447.0,jako,split
2836,,,,spagaatti,split (doing a split in gymnastic)
2837,,,,juonipaljastus,spoiler (for a movie or series)
2838,spoiler,n,4666.0,pilaaja,spoiler
2839,sponge,n,2720.0,sieni,sponge
2840,sponsor,v,4460.0,sponsori,sponsor
2841,spoon,n,2906.0,lusikka,spoon
2842,sport,n,824.0,sportti,sport
2843,spot,n,918.0,täplä,spot
2844,spot,v,2607.0,täplä,spot
2845,spray,v,3439.0,sumute,spray
2846,spray,n,3733.0,sumute,spray
2847,spread,v,1549.0,aukeama,spread
2848,,,,vieteri,spring (hookes law)
2849,,,,kevät,spring (season)
2850,,,,lähde,spring (water)
2851,spy,v,2714.0,vakooja,spy
2852,square,n,1275.0,neliö,square
2853,squirrel,n,2259.0,orava,squirrel
2854,stadium,n,2998.0,stadion,stadium
2855,staff,n,2572.0,henkilökunta,staff
2856,stage,n,1321.0,näyttämö,stage
2857,stain,n,2023.0,tahra,stain
2858,stamp,n,2353.0,leima,stamp
2859,stand,v,334.0,jalusta,stand
2860,stand,n,3622.0,jalusta,stand
2861,standard,n,2999.0,standardi,standard
2862,standard,j,3400.0,standardi,standard
2863,star,n,646.0,tähti,star
2864,star,v,3816.0,tähti,star
2865,,,,käynnistys,start (car)
2866,start,v,174.0,alku,start
2867,start,n,4084.0,alku,start
2868,,,,osavaltio,state (US)
2869,statement,n,2179.0,lausunto,statement
2870,status,n,2736.0,status,status
2871,stay,v,240.0,oleilu,stay
2872,steak,n,1470.0,pihvi,steak
2873,steam,n,2933.0,höyry,steam
2874,steam,v,3865.0,höyry,steam
2875,steel,n,4462.0,teräs,steel
2876,stem,n,4293.0,kanta,stem
2877,step,v,837.0,askelma,step
2878,step,n,971.0,askelma,step
2879,stereotype,n,3657.0,stereotypia,stereotype
2880,steroid,n,4706.0,steroidi,steroid
2881,stew,n,4923.0,muhennos,stew
2882,stick,v,436.0,keppi,stick
2883,stick,n,1748.0,keppi,stick
2884,,,,tikku,stick (small)
2885,sticker,n,3191.0,tarra,sticker
2886,sting,v,4294.0,pisto,sting
2887,stink,v,1015.0,löyhkä,stink
2888,stir,v,4193.0,kuhina,stir
2889,stock,n,2199.0,varasto,stock
2890,stomach,n,1334.0,vatsa,stomach
2891,stone,n,1884.0,kivi,stone
2892,,,,pysäkki,stop (bus)
2893,storm,n,2200.0,myrsky,storm
2894,storm,v,4515.0,myrsky,storm
2895,story,n,302.0,tarina,story
2896,straight,j,1070.0,suora,straight
2897,straight,r,1327.0,suora,straight
2898,stranger,n,1925.0,muukalainen,stranger
2899,strap,v,3401.0,hihna,strap
2900,strategy,n,4045.0,strategia,strategy
2901,straw,n,3440.0,pilli,straw
2902,strawberry,n,2908.0,mansikka,strawberry
2903,street,n,521.0,katu,street
2904,strength,n,2091.0,vahvuus,strength
2905,stress,n,2715.0,stressi,stress
2906,stress,v,3209.0,stressi,stress
2907,stretch,v,2392.0,venytys,stretch
2908,strike,n,1600.0,lakko,strike
2909,strike,v,1691.0,lakko,strike
2910,string,n,1913.0,naru,string
2911,stripe,n,5046.0,raita,stripe
2912,stripper,n,1593.0,strippari,stripper
2913,stroke,n,2737.0,aivoinfarkti,stroke
2914,structure,n,4194.0,rakenne,structure
2915,studio,n,1998.0,studio,studio
2916,study,v,1237.0,opiskelu,study
2917,study,n,1306.0,opiskelu,study
2918,stuffing,n,3210.0,tilke,stuffing
2919,stunt,v,4247.0,stuntti,stunt
2920,style,n,1694.0,tyyli,style
2921,subject,n,1594.0,aihe,subject
2922,subtitle,n,4463.0,tekstitys,subtitle
2923,subway,n,1944.0,metro,subway
2924,success,n,1837.0,menestys,success
2925,sucker,n,1794.0,imijä,sucker
2926,sugar,n,1313.0,sokeri,sugar
2927,suggestion,n,2248.0,ehdotus,suggestion
2928,suicide,n,2003.0,itsemurha,suicide
2929,suit,n,704.0,puku,suit
2930,suit,v,3772.0,puku,suit
2931,suitcase,n,3734.0,matkalaukku,suitcase
2932,summer,n,874.0,kesä,summer
2933,,,,suvi,summer (old)
2934,sun,n,1176.0,aurinko,sun
2935,sunrise,n,5050.0,auringonnousu,sunrise
2936,sunset,n,3866.0,iltarusko,sunset
2937,sunshine,n,3537.0,auringonpaiste,sunshine
2938,supermarket,n,3441.0,supermarketti,supermarket
2939,superpower,n,4799.0,supervoima,superpower
2940,superstar,n,4667.0,supertähti,superstar
2941,supply,n,2107.0,tarjonta,supply
2942,support,v,1458.0,kannatus,support
2943,support,n,1649.0,kannatus,support
2944,surface,n,4668.0,pinta,surface
2945,surgeon,n,3868.0,kirurgi,surgeon
2946,surgery,n,1695.0,kirurgia,surgery
2947,surprise,v,778.0,yllätys,surprise
2948,surprise,n,797.0,yllätys,surprise
2949,surrender,v,3476.0,antautuminen,surrender
2950,survival,n,4708.0,selviytyminen,survival
2951,survivor,n,3192.0,selviytyjä,survivor
2952,suspect,v,2976.0,epäilty,suspect
2953,suspect,n,3235.0,epäilty,suspect
2954,swallow,v,1950.0,pääskynen,swallow
2955,sweat,v,2558.0,hiki,sweat
2956,sweat,n,3095.0,hiki,sweat
2957,sweater,n,1307.0,svetari,sweater
2958,sweet,j,355.0,makea,sweet
2959,sweetheart,n,1234.0,sydänkäpynen,sweetheart
2960,swimsuit,n,4911.0,uima-asu,swimsuit
2961,swing,v,1781.0,swingi,swing
2962,swing,n,2449.0,swingi,swing
2963,switch,v,1163.0,kytkin,switch
2964,switch,n,3333.0,kytkin,switch
2965,sword,n,2286.0,miekka,sword
2966,symbol,n,3269.0,symbooli,symbol
2967,symptom,n,3696.0,oire,symptom
2968,syndrome,n,3000.0,oireyhtymä,syndrome
2969,syrup,n,3146.0,siirappi,syrup
2970,system,n,802.0,järjestelmä,system
2971,tab,n,4595.0,välilehti,tab
2972,table,n,502.0,taulukko,table
2973,,,,hippa,tag (hippa)
2974,tag,n,1795.0,tagi,tag
2975,tail,n,1960.0,pyrstö,tail
2976,talent,n,1449.0,talentti,talent
2977,talk,v,96.0,puhe,talk
2978,talk,n,2233.0,puhe,talk
2979,tampon,n,4196.0,tamponi,tampon
2980,tan,v,4518.0,rusketus,tan
2981,tango,n,4519.0,tango,tango
2982,tap,v,3072.0,napaus,tap
2983,tap,n,4240.0,napaus,tap
2984,tape,n,911.0,ääninauha,tape
2985,tape,v,2217.0,ääninauha,tape
2986,,,,kohde,target (subject)
2987,,,,tavoite,target (goal)
2988,taste,v,1089.0,maku,taste
2989,taste,n,1220.0,maku,taste
2990,,,,tatska,tattoo (slang)
2991,tattoo,n,1961.0,tatuointi,tattoo
2992,tax,n,1443.0,vero,tax
2993,taxi,n,2641.0,taksi,taxi
2994,tea,n,1032.0,tee,tea
2995,teacher,n,687.0,opettaja,teacher
2996,team,n,522.0,tiimi,team
2997,technology,n,2677.0,teknologia,technology
2998,teenager,n,2412.0,teini-ikäinen,teenager
2999,telephone,n,2978.0,puhelin,telephone
3000,television,n,342.0,televisio,television
3001,,,,telkkari,television (slang)
3002,temp,n,3660.0,määräaikainen,temp
3003,temperature,n,3046.0,lämpötila,temperature
3004,temple,n,3818.0,temppeli,temple
3005,ten,m,365.0,kymmenen,ten
3006,,,,kymppi,ten (slang
3007,tennis,n,2074.0,tennis,tennis
3008,,,,aikamuoto,tense (language)
3009,tension,n,3903.0,kireys,tension
3010,tenth,m,4521.0,kymmenesosa,tenth
3011,tequila,n,4913.0,tequila,tequila
3012,territory,n,4466.0,reviiri,territory
3013,terror,n,4241.0,terrori,terror
3014,terrorist,n,1838.0,terroristi,terrorist
3015,,,,koe,test (one you have to study for)
3016,,,,testi,test (to test your skills)
3017,testicle,n,3047.0,kives,testicle
3018,testing,n,3774.0,testaus,testing
3019,text,v,1396.0,teksti,text
3020,text,n,2573.0,teksti,text
3021,,,,kiitos,thank you
3022,theft,n,4409.0,varkaus,theft
3023,theme,n,1967.0,teema,theme
3024,theory,n,1383.0,teoria,theory
3025,therapist,n,2234.0,terapeutti,therapist
3026,therapy,n,2716.0,terapia,therapy
3027,thief,n,2574.0,varas,thief
3028,thigh,n,3372.0,reisi,thigh
3029,third,m,792.0,kolmas,third
3030,thought,n,1156.0,ajatus,thought
3031,threat,n,2488.0,uhka,threat
3032,throat,n,1804.0,nielu,throat
3033,throw,v,331.0,heitto,throw
3034,thumb,n,2141.0,peukalo,thumb
3035,thunder,n,4421.0,ukkonen,thunder
3036,tick,v,3236.0,tikitys,tick
3037,ticket,n,503.0,lippu,ticket
3038,tie,n,1164.0,skraga,tie
3039,tie,v,1353.0,skraga,tie
3040,tiger,n,2559.0,tiikeri,tiger
3041,time,n,72.0,aika,time
3042,timing,n,3148.0,ajoitus,timing
3043,tin,n,3953.0,säilykepurkki,tin
3044,,,,juomaraha,tip (in restaurant etc.)
3045,,,,tippi,"tip (slang, in restaurant etc)"
3046,,,,vinkki,tip (advice)
3047,tissue,n,2885.0,nenäliina,tissue
3048,,,,tissi,tit (boob)
3049,,,,nimike,title (jobtitle)
3050,title,n,2299.0,titteli,title
3051,,,,maljapuhe,toast (speach)
3052,,,,paahtoleipä,toast (food)
3053,toaster,n,3335.0,leivänpaahdin,toaster
3054,tobacco,n,3300.0,tupakka,tobacco
3055,toe,n,1696.0,varvas,toe
3056,toilet,n,759.0,vessa,toilet
3057,tolerance,n,4985.0,sietokyky,tolerance
3058,tomato,n,2100.0,tomaatti,tomato
3059,tomorrow,n,314.0,huominen,tomorrow
3060,,,,äänensävy,tone (of voice)
3061,,,,sävy,tone (color)
3062,tongue,n,1460.0,kieli,tongue
3063,tool,n,2110.0,työkalu,tool
3064,tooth,n,694.0,hammas,tooth
3065,toothbrush,n,2936.0,hammasharja,toothbrush
3066,,,,huippu,top (mountain)
3067,top,n,613.0,yläosa,top
3068,top,j,1809.0,yläosa,top
3069,top,v,2937.0,yläosa,top
3070,topic,n,2260.0,aihe,topic
3071,torture,n,3819.0,kidutus,torture
3072,torture,v,3820.0,kidutus,torture
3073,toss,v,2261.0,kolikonheitto,toss
3074,touch,v,510.0,kosketus,touch
3075,touch,n,2642.0,kosketus,touch
3076,touchdown,n,4197.0,touchdown,touchdown
3077,toupee,n,5051.0,hiuslisäke,toupee
3078,tour,n,1397.0,kiertue,tour
3079,tourist,n,4467.0,turisti,tourist
3080,towel,n,1181.0,pyyhe,towel
3081,tower,n,3539.0,torni,tower
3082,town,n,345.0,kaupunki,town
3083,toy,n,962.0,lelu,toy
3084,track,n,1342.0,raide,track
3085,track,v,3073.0,raide,track
3086,trade,v,1749.0,kaupankäynti,trade
3087,trade,n,4297.0,kaupankäynti,trade
3088,tradition,n,1931.0,perinne,tradition
3089,traffic,n,1619.0,liikenne,traffic
3090,tragedy,n,3122.0,tragiikka,tragedy
3091,trail,n,3782.0,reitti,trail
3092,trailer,n,4142.0,asuntovaunu,trailer
3093,train,n,953.0,juna,train
3094,train,v,1782.0,juna,train
3095,trainer,n,4085.0,kouluttaja,trainer
3096,training,n,2152.0,harjoitus,training
3097,,,,treeni,training (slang)
3098,traitor,n,4712.0,petturi,traitor
3099,transfer,v,2432.0,siirtäminen,transfer
3100,,,,elinsiirto,transplant (organ)
3101,trap,v,1436.0,pyydys,trap
3102,trap,n,2031.0,pyydys,trap
3103,trash,n,1563.0,roskaväki,trash
3104,trash,v,4524.0,roskaväki,trash
3105,trauma,n,4847.0,trauma,trauma
3106,travel,v,1543.0,matkustus,travel
3107,travel,n,2717.0,matkustus,travel
3108,treasure,n,1895.0,aarre,treasure
3109,treat,v,1085.0,kepponen,treat
3110,treat,n,1398.0,kepponen,treat
3111,treatment,n,2589.0,kohtelu,treatment
3112,tree,n,653.0,puu,tree
3113,triangle,n,2886.0,kolmio,triangle
3114,tribe,n,3507.0,heimo,tribe
3115,trick,n,923.0,temppu,trick
3116,trick,v,2340.0,temppu,trick
3117,trigger,n,4991.0,laukaisin,trigger
3118,trip,n,669.0,matka,trip
3119,trip,v,3123.0,matka,trip
3120,triple,j,4915.0,tripla,triple
3121,troll,n,3124.0,trolli,troll
3122,trophy,n,2378.0,voitonmerkki,trophy
3123,trouble,n,542.0,ongelma,trouble
3124,trouble,v,4351.0,ongelma,trouble
3125,truck,n,998.0,kuorma-auto,truck
3126,,,,kärsä,trunk (on an elephant)
3127,,,,runko,trunk (on tree)
3128,trust,v,641.0,luottamus,trust
3129,trust,n,4144.0,luottamus,trust
3130,truth,n,583.0,totuus,truth
3131,try,v,121.0,kokeilu,try
3132,try,n,3273.0,kokeilu,try
3133,,,,poreamme,hot tub
3134,tube,n,2119.0,tuubi,tube
3135,tune,n,2955.0,vire,tune
3136,tune,v,3125.0,vire,tune
3137,turkey,n,1154.0,kalkkuna,turkey
3138,turn,v,222.0,vuoro,turn
3139,turn,n,1121.0,vuoro,turn
3140,turtle,n,2413.0,kilpikonna,turtle
3141,tuxedo,n,4601.0,smokki,tuxedo
3142,twist,v,2131.0,käänne,twist
3143,twist,n,3777.0,käänne,twist
3144,two,m,113.0,kakkonen,two
3145,type,n,1211.0,kirjake,type
3146,type,v,3403.0,kirjake,type
3147,umbrella,n,3444.0,sateenvarjo,umbrella
3148,uncle,n,697.0,setä,uncle
3149,,,,alkkarit,underpants (slang)
3150,underpants,n,2779.0,alushousut,underpants
3151,underwear,n,1172.0,alusvaate,underwear
3152,unicorn,n,4527.0,yksisarvinen,unicorn
3153,uniform,n,2262.0,virkapuku,uniform
3154,union,n,2977.0,unioni,union
3155,unique,j,5054.0,uniikki,unique
3156,universe,n,1113.0,universumi,universe
3157,university,n,1968.0,yliopisto,university
3158,update,n,4089.0,päivitys,update
3159,update,v,4851.0,päivitys,update
3160,upset,j,747.0,harmi,upset
3161,upset,v,4352.0,harmi,upset
3162,urinal,n,3662.0,pisoaari,urinal
3163,,,,kusi,urine (piss)
3164,,,,virtsa,urine (more medical)
3165,use,v,151.0,käyttö,use
3166,use,n,3541.0,käyttö,use
3167,,,,imuri,vacuum (hoover)
3168,,,,vakuumi,vacuum (vacuum packed)
3169,vagina,n,1471.0,emätin,vagina
3170,valley,n,3737.0,laakso,valley
3171,value,n,1999.0,arvo,value
3172,value,v,3589.0,arvo,value
3173,vampire,n,1734.0,vampyyri,vampire
3174,vanilla,n,3625.0,vanilja,vanilla
3175,vase,n,4416.0,maljakko,vase
3176,vault,n,4093.0,holvi,vault
3177,veal,n,4355.0,vasikanliha,veal
3178,vegan,n,4472.0,vegaani,vegan
3179,,,,kasvis,vegetable (umbrella term)
3180,,,,vihannes,vegetable (greens)
3181,vegetarian,n,3872.0,kasvissyöjä,vegetarian
3182,vehicle,n,3097.0,menopeli,vehicle
3183,vein,n,5056.0,laskimo,vein
3184,version,n,1666.0,versio,version
3185,veteran,n,4673.0,veteraani,veteran
3186,vice,j,4987.0,pahe,vice
3187,victim,n,1810.0,uhri,victim
3188,victory,n,2517.0,voitto,victory
3189,video,n,663.0,video,video
3190,videotape,v,3873.0,videonauha,videotape
3191,,,,näkemys,view (opinion)
3192,,,,näköala,view (a sight)
3193,viewer,n,4674.0,katsoja,viewer
3194,village,n,2054.0,kylä,village
3195,villain,n,4244.0,roisto,villain
3196,violence,n,2263.0,väkivalta,violence
3197,violin,n,4800.0,viulu,violin
3198,virgin,n,2659.0,neitsyt,virgin
3199,virginity,n,4853.0,neitsyys,virginity
3200,virus,n,3697.0,virus,virus
3201,,,,näky,vision (sight)
3202,vision,n,2300.0,visio,vision
3203,visit,v,927.0,käynti,visit
3204,visit,n,2414.0,käynti,visit
3205,visitor,n,2888.0,vierailija,visitor
3206,vitamin,n,4854.0,vitamiini,vitamin
3207,vodka,n,2889.0,vodka,vodka
3208,voice,n,666.0,ääni,voice
3209,volcano,n,4090.0,tulivuori,volcano
3210,volume,n,3542.0,äänenvoimakkuus,volume
3211,,,,volyymi,volume (slang)
3212,volunteer,v,3177.0,tarjokas,volunteer
3213,volunteer,n,3301.0,tarjokas,volunteer
3214,volunteer,j,4801.0,tarjokas,volunteer
3215,vomit,v,3405.0,oksennus,vomit
3216,vomit,n,4249.0,oksennus,vomit
3217,voter,n,4533.0,äänestäjä,voter
3218,waffle,n,3237.0,vohveli,waffle
3219,wagon,n,3126.0,vaunu,wagon
3220,waist,n,4417.0,vyötärö,waist
3221,wait,v,109.0,odotus,wait
3222,wait,n,4714.0,odotus,wait
3223,wake,v,644.0,vanavesi,wake
3224,walk,v,300.0,kävely,walk
3225,walk,n,1920.0,kävely,walk
3226,wall,n,769.0,seinä,wall
3227,wallet,n,1512.0,lompakko,wallet
3228,wand,n,4602.0,sauva,wand
3229,want,v,40.0,mieliteko,want
3230,war,n,603.0,sota,war
3231,wardrobe,n,3778.0,vaatekaappi,wardrobe
3232,warning,n,4534.0,varoitus,warning
3233,warrior,n,4301.0,soturi,warrior
3234,wash,v,1014.0,pesu,wash
3235,waste,v,1047.0,jäte,waste
3236,waste,n,1572.0,jäte,waste
3237,water,n,468.0,vesi,water
3238,water,v,3904.0,vesi,water
3239,wave,v,2366.0,aalto,wave
3240,wave,n,2460.0,aalto,wave
3241,wax,n,3821.0,vaha,wax
3242,wax,v,4675.0,vaha,wax
3243,way,n,101.0,tie,way
3244,way,r,3238.0,tie,way
3245,weapon,n,1657.0,ase,weapon
3246,weather,n,1783.0,sää,weather
3247,web,n,3738.0,webbi,web
3248,website,n,2166.0,nettisivusto,website
3249,wedding,n,415.0,häät,wedding
3250,,,,pilvi,"weed (drug, slang)"
3251,weed,n,4091.0,rikkaruoho,weed
3252,weekend,n,1315.0,viikonloppu,weekend
3253,weekly,j,4147.0,viikkolehti,weekly
3254,weight,n,1090.0,paino,weight
3255,well,r,37.0,kaivo,well
3256,well,n,4245.0,kaivo,well
3257,,,,länsi,west
3258,whale,n,1849.0,valas,whale
3259,wheelchair,n,2201.0,pyörätuoli,wheelchair
3260,whine,v,4676.0,vinku,whine
3261,whip,v,1985.0,ruoska,whip
3262,whisper,v,3127.0,kuiskaus,whisper
3263,whistle,n,3150.0,vihellys,whistle
3264,whistle,v,4855.0,vihellys,whistle
3265,whole,j,225.0,kokonaisuus,whole
3266,whore,n,1439.0,portto,whore
3267,wiener,n,2181.0,nakki,wiener
3268,wife,n,327.0,vaimo,wife
3269,wig,n,2433.0,peruukki,wig
3270,wilderness,n,4989.0,erämaa,wilderness
3271,will,v,75.0,tahto,will
3272,will,n,3003.0,tahto,will
3273,,,,testamentti,will (last will and tastament)
3274,wind,n,1899.0,tuuli,wind
3275,wind,v,1914.0,tuuli,wind
3276,window,n,729.0,ikkuna,window
3277,wine,n,857.0,viini,wine
3278,wing,n,1554.0,lokari,wing
3279,wing,v,4918.0,lokari,wing
3280,wingman,n,3543.0,siipimies,wingman
3281,winner,n,1104.0,voittaja,winner
3282,winning,j,4919.0,voittaminen,winning
3283,winter,n,2109.0,talvi,winter
3284,wire,n,1713.0,linjavika,wire
3285,wisdom,n,3240.0,viisaus,wisdom
3286,wish,v,410.0,toive,wish
3287,wish,n,1538.0,toive,wish
3288,witch,n,2188.0,noita-akka,witch
3289,witness,n,2142.0,todistaja,witness
3290,witness,v,4048.0,todistaja,witness
3291,wizard,n,2611.0,velho,wizard
3292,wolf,n,4002.0,hukka,wolf
3293,woman,n,170.0,nainen,woman
3294,womb,n,4473.0,kohtu,womb
3295,wonder,v,447.0,ihme,wonder
3296,wonder,n,3544.0,ihme,wonder
3297,wood,n,1248.0,puu,wood
3298,word,n,294.0,sana,word
3299,work,v,118.0,työ,work
3300,work,n,390.0,työ,work
3301,worker,n,1724.0,työläinen,worker
3302,working,j,4680.0,työnteko,working
3303,worm,n,4990.0,mato,worm
3304,worry,v,280.0,huoli,worry
3305,worry,n,5060.0,huoli,worry
3306,worship,v,3024.0,palvonta,worship
3307,worth,j,781.0,arvokkuus,worth
3308,wound,n,3877.0,haava,wound
3309,wrap,v,1390.0,wrappi,wrap
3310,wrestler,n,3445.0,painija,wrestler
3311,wrist,n,3779.0,ranne,wrist
3312,writer,n,1574.0,kirjailija,writer
3313,writing,n,4535.0,kirjoitus,writing
